sku_id,store_id,quantity_on_hand,reorder_point,quantity_on_order,days_of_supply,last_restocked_date,warehouse_location
SKU0011,STORE10,155,27,0,253,2024-10-09,WH-B02
SKU0011,STORE11,12,27,18,20,2024-11-07,WH-A18
SKU0011,STORE12,38,27,0,62,2024-12-16,WH-B01
SKU0011,STORE13,52,27,0,86,2024-12-21,WH-A11
SKU0011,STORE14,65,27,0,107,2024-12-12,WH-C18
SKU0011,STORE15,5,27,18,9,2024-11-09,WH-B01
SKU0013,STORE01,60,25,0,106,2024-10-06,WH-B04
SKU0013,STORE02,62,25,0,110,2024-11-22,WH-C13
SKU0013,STORE03,41,25,0,73,2024-12-17,WH-B08
SKU0013,STORE04,86,25,0,152,2024-12-11,WH-B18
SKU0013,STORE05,77,25,0,136,2024-10-18,WH-C18
SKU0013,STORE06,1,25,16,3,2024-12-13,WH-B15
SKU0013,STORE07,116,25,0,205,2024-11-17,WH-B04
SKU0013,STORE08,1,25,16,3,2024-10-14,WH-B17
SKU0013,STORE09,4,25,16,8,2024-10-28,WH-C08
SKU0013,STORE10,3,25,16,6,2024-10-04,WH-B11
SKU0013,STORE11,42,25,0,75,2024-11-08,WH-C10
SKU0013,STORE12,177,25,0,314,2024-10-28,WH-B13
SKU0013,STORE13,87,25,0,154,2024-11-11,WH-C15
SKU0013,STORE14,67,25,0,119,2024-12-03,WH-A05
SKU0013,STORE15,1,25,16,3,2024-12-18,WH-A14
SKU0014,STORE01,161,31,0,229,2024-11-24,WH-A18
SKU0014,STORE02,84,31,0,120,2024-10-04,WH-C15
SKU0014,STORE03,186,31,0,264,2024-10-10,WH-B03
SKU0014,STORE04,39,31,0,56,2024-10-29,WH-A07
SKU0014,STORE05,125,31,0,178,2024-11-29,WH-A05
SKU0014,STORE06,22,31,0,32,2024-11-24,WH-C10
SKU0014,STORE07,39,31,0,56,2024-10-21,WH-A09
SKU0014,STORE08,7,31,21,10,2024-11-13,WH-B02
SKU0014,STORE09,2,31,21,3,2024-10-08,WH-A16
SKU0014,STORE10,125,31,0,178,2024-11-15,WH-C19
SKU0014,STORE11,15,31,0,22,2024-12-30,WH-A13
SKU0014,STORE12,107,31,0,152,2024-12-29,WH-C13
SKU0014,STORE13,123,31,0,175,2024-11-02,WH-A12
SKU0014,STORE14,114,31,0,162,2024-12-03,WH-C06
SKU0014,STORE15,55,31,0,78,2024-11-05,WH-B18
SKU0015,STORE01,70,27,0,115,2024-12-08,WH-C05
SKU0015,STORE02,49,27,0,81,2024-10-15,WH-A13
SKU0015,STORE03,153,27,0,251,2024-10-14,WH-C02
SKU0015,STORE04,136,27,0,223,2024-11-02,WH-B18
SKU0015,STORE05,22,27,0,36,2024-10-12,WH-A17
SKU0015,STORE06,30,27,0,50,2024-10-12,WH-B10
SKU0015,STORE07,77,27,0,127,2024-10-29,WH-C16
SKU0015,STORE08,89,27,0,146,2024-10-23,WH-B03
SKU0015,STORE09,16,27,0,27,2024-10-15,WH-B02
SKU0015,STORE10,65,27,0,107,2024-10-08,WH-B04
SKU0015,STORE11,28,27,0,46,2024-11-21,WH-C04
SKU0015,STORE12,1,27,18,2,2024-11-22,WH-C19
SKU0015,STORE13,13,27,0,22,2024-10-12,WH-C16
SKU0015,STORE14,104,27,0,170,2024-11-10,WH-A04
SKU0015,STORE15,14,27,0,24,2024-12-06,WH-A09
SKU0016,STORE01,74,83,0,40,2024-12-30,WH-A13
SKU0016,STORE02,53,83,0,29,2024-12-04,WH-A10
SKU0016,STORE03,222,83,0,120,2024-12-30,WH-B13
SKU0016,STORE04,309,83,0,167,2024-10-05,WH-A01
SKU0016,STORE05,9,83,55,5,2024-12-24,WH-C18
SKU0016,STORE06,187,83,0,101,2024-10-18,WH-B12
SKU0016,STORE07,213,83,0,115,2024-12-29,WH-B17
SKU0016,STORE08,20,83,55,11,2024-10-12,WH-C10
SKU0016,STORE09,14,83,55,8,2024-12-27,WH-C06
SKU0016,STORE10,90,83,0,49,2024-12-07,WH-B06
SKU0016,STORE11,444,83,0,240,2024-11-20,WH-C18
SKU0016,STORE12,177,83,0,96,2024-10-19,WH-C07
SKU0016,STORE13,170,83,0,92,2024-10-07,WH-B04
SKU0016,STORE14,415,83,0,224,2024-11-23,WH-A17
SKU0016,STORE15,215,83,0,116,2024-10-29,WH-A07
SKU0018,STORE01,166,41,0,180,2024-11-22,WH-B01
SKU0018,STORE02,137,41,0,149,2024-10-14,WH-A18
SKU0018,STORE03,14,41,27,16,2024-11-17,WH-C02
SKU0018,STORE04,84,41,0,92,2024-11-18,WH-B18
SKU0018,STORE05,165,41,0,179,2024-10-25,WH-B03
SKU0018,STORE06,89,41,0,97,2024-10-07,WH-B16
SKU0018,STORE07,96,41,0,104,2024-12-16,WH-C03
SKU0018,STORE08,1,41,27,2,2024-11-11,WH-C19
SKU0018,STORE09,123,41,0,134,2024-11-15,WH-A18
SKU0018,STORE10,150,41,0,163,2024-12-27,WH-B11
SKU0018,STORE11,85,41,0,93,2024-12-17,WH-A17
SKU0018,STORE12,135,41,0,147,2024-12-05,WH-A12
SKU0018,STORE13,38,41,0,42,2024-11-02,WH-A17
SKU0018,STORE14,30,41,0,33,2024-11-23,WH-C13
SKU0018,STORE15,75,41,0,82,2024-11-13,WH-B03
SKU0021,STORE01,173,24,0,313,2024-12-21,WH-A15
SKU0021,STORE02,21,24,0,39,2024-11-13,WH-B18
SKU0021,STORE03,44,24,0,81,2024-12-17,WH-B13
SKU0021,STORE04,46,24,0,84,2024-11-10,WH-B08
SKU0021,STORE05,7,24,16,13,2024-11-28,WH-C09
SKU0021,STORE06,92,24,0,167,2024-11-03,WH-A03
SKU0021,STORE07,6,24,16,12,2024-12-06,WH-A03
SKU0021,STORE08,97,24,0,176,2024-12-15,WH-B10
SKU0021,STORE09,116,24,0,211,2024-10-08,WH-A09
SKU0021,STORE10,23,24,0,43,2024-10-12,WH-C04
SKU0021,STORE11,49,24,0,89,2024-11-06,WH-A10
SKU0021,STORE12,50,24,0,91,2024-12-12,WH-C15
SKU0021,STORE13,27,24,0,49,2024-11-28,WH-B01
SKU0021,STORE14,5,24,16,10,2024-12-30,WH-C10
SKU0021,STORE15,80,24,0,145,2024-10-10,WH-C07
SKU0022,STORE01,27,22,0,56,2024-10-15,WH-C10
SKU0022,STORE02,10,22,0,21,2024-11-16,WH-C19
SKU0022,STORE03,84,22,0,171,2024-11-14,WH-A14
SKU0022,STORE04,0,22,14,2,2024-10-14,WH-C10
SKU0022,STORE05,74,22,0,151,2024-10-11,WH-C10
SKU0022,STORE06,81,22,0,164,2024-10-26,WH-B15
SKU0022,STORE07,27,22,0,56,2024-12-13,WH-B07
SKU0022,STORE08,64,22,0,129,2024-11-30,WH-B08
SKU0022,STORE09,72,22,0,147,2024-11-20,WH-B14
SKU0022,STORE10,56,22,0,114,2024-11-12,WH-A10
SKU0022,STORE11,40,22,0,81,2024-12-13,WH-B09
SKU0022,STORE12,17,22,0,35,2024-10-16,WH-B17
SKU0022,STORE13,171,22,0,345,2024-10-26,WH-B13
SKU0022,STORE14,118,22,0,239,2024-10-03,WH-A05
SKU0022,STORE15,17,22,0,35,2024-11-13,WH-C18
SKU0026,STORE01,13,31,20,19,2024-11-25,WH-B02
SKU0026,STORE02,46,31,0,68,2024-11-05,WH-B17
SKU0026,STORE03,2,31,20,3,2024-11-12,WH-C01
SKU0026,STORE04,35,31,0,52,2024-10-04,WH-A13
SKU0026,STORE05,105,31,0,153,2024-11-18,WH-B16
SKU0026,STORE06,65,31,0,95,2024-10-27,WH-A02
SKU0026,STORE07,130,31,0,189,2024-11-19,WH-A18
SKU0026,STORE08,59,31,0,86,2024-12-09,WH-B16
SKU0026,STORE09,29,31,0,42,2024-12-10,WH-A18
SKU0026,STORE10,63,31,0,92,2024-11-12,WH-C16
SKU0026,STORE11,92,31,0,134,2024-10-25,WH-C13
SKU0026,STORE12,129,31,0,187,2024-11-28,WH-A03
SKU0026,STORE13,2,31,20,4,2024-10-26,WH-A16
SKU0026,STORE14,174,31,0,253,2024-11-11,WH-B04
SKU0026,STORE15,46,31,0,67,2024-11-07,WH-B17
SKU0027,STORE01,13,21,0,28,2024-12-23,WH-B10
SKU0027,STORE02,37,21,0,79,2024-12-29,WH-C08
SKU0027,STORE03,22,21,0,48,2024-10-26,WH-B14
SKU0027,STORE04,8,21,14,19,2024-10-14,WH-B06
SKU0027,STORE05,71,21,0,152,2024-12-25,WH-C04
SKU0027,STORE06,7,21,14,17,2024-10-22,WH-B12
SKU0027,STORE07,5,21,14,11,2024-10-26,WH-A03
SKU0027,STORE08,2,21,14,6,2024-10-07,WH-A05
SKU0027,STORE09,9,21,0,21,2024-12-22,WH-B12
SKU0027,STORE10,21,21,0,45,2024-12-23,WH-A09
SKU0027,STORE11,76,21,0,163,2024-10-29,WH-A15
SKU0027,STORE12,19,21,0,41,2024-10-31,WH-A17
SKU0027,STORE13,148,21,0,316,2024-12-30,WH-B08
SKU0027,STORE14,65,21,0,139,2024-11-01,WH-B03
SKU0027,STORE15,63,21,0,135,2024-11-22,WH-A02
SKU0028,STORE01,94,25,0,169,2024-12-02,WH-A15
SKU0028,STORE02,6,25,16,12,2024-10-30,WH-B06
SKU0028,STORE03,5,25,16,10,2024-12-22,WH-B07
SKU0028,STORE04,17,25,0,31,2024-12-01,WH-A06
SKU0028,STORE05,80,25,0,144,2024-12-26,WH-A15
SKU0028,STORE06,38,25,0,69,2024-12-13,WH-C17
SKU0028,STORE07,38,25,0,69,2024-10-12,WH-A17
SKU0028,STORE08,6,25,16,12,2024-10-23,WH-A13
SKU0028,STORE09,5,25,16,10,2024-11-01,WH-B04
SKU0028,STORE10,28,25,0,51,2024-11-04,WH-B19
SKU0028,STORE11,99,25,0,179,2024-10-04,WH-B10
SKU0028,STORE12,13,25,0,25,2024-10-19,WH-C12
SKU0028,STORE13,25,25,0,45,2024-12-20,WH-A17
SKU0028,STORE14,81,25,0,147,2024-10-28,WH-A05
SKU0028,STORE15,4,25,16,8,2024-12-08,WH-A08
SKU0030,STORE01,46,23,0,90,2024-11-05,WH-B15
SKU0030,STORE02,2,23,15,4,2024-10-20,WH-B18
SKU0030,STORE03,46,23,0,90,2024-12-12,WH-C04
SKU0030,STORE04,54,23,0,106,2024-10-30,WH-A07
SKU0030,STORE05,81,23,0,157,2024-12-02,WH-A11
SKU0030,STORE06,67,23,0,130,2024-10-08,WH-B01
SKU0030,STORE07,36,23,0,70,2024-11-29,WH-A11
SKU0030,STORE08,60,23,0,117,2024-10-20,WH-C07
SKU0030,STORE09,103,23,0,200,2024-11-17,WH-C06
SKU0030,STORE10,3,23,15,7,2024-12-12,WH-C13
SKU0030,STORE11,1,23,15,3,2024-10-16,WH-A18
SKU0030,STORE12,4,23,15,9,2024-10-19,WH-A11
SKU0030,STORE13,1,23,15,3,2024-11-16,WH-B06
SKU0030,STORE14,80,23,0,156,2024-12-11,WH-C01
SKU0030,STORE15,125,23,0,243,2024-12-11,WH-C19
SKU0031,STORE01,31,31,0,45,2024-10-12,WH-C13
SKU0031,STORE02,43,31,0,62,2024-10-13,WH-B12
SKU0031,STORE03,53,31,0,77,2024-12-13,WH-A14
SKU0031,STORE04,111,31,0,161,2024-12-08,WH-C01
SKU0031,STORE05,71,31,0,103,2024-12-24,WH-A04
SKU0031,STORE06,5,31,20,8,2024-10-08,WH-A13
SKU0031,STORE07,20,31,0,29,2024-12-26,WH-B16
SKU0031,STORE08,31,31,0,45,2024-11-12,WH-A01
SKU0031,STORE09,20,31,0,30,2024-11-18,WH-B03
SKU0031,STORE10,104,31,0,150,2024-11-01,WH-C13
SKU0031,STORE11,115,31,0,166,2024-11-12,WH-A18
SKU0031,STORE12,31,31,0,46,2024-10-10,WH-C03
SKU0031,STORE13,78,31,0,113,2024-11-17,WH-B10
SKU0031,STORE14,106,31,0,154,2024-10-14,WH-C07
SKU0031,STORE15,1,31,20,2,2024-11-07,WH-C16
SKU0032,STORE01,66,26,0,114,2024-11-15,WH-B02
SKU0032,STORE02,81,26,0,139,2024-10-09,WH-C01
SKU0032,STORE03,210,26,0,360,2024-10-08,WH-B18
SKU0032,STORE04,101,26,0,174,2024-10-21,WH-C18
SKU0032,STORE05,5,26,17,9,2024-12-18,WH-B13
SKU0032,STORE06,9,26,17,16,2024-11-09,WH-A11
SKU0032,STORE07,209,26,0,359,2024-11-10,WH-A13
SKU0032,STORE08,48,26,0,83,2024-11-22,WH-A19
SKU0032,STORE09,45,26,0,78,2024-11-04,WH-C08
SKU0032,STORE10,3,26,17,6,2024-12-01,WH-B03
SKU0032,STORE11,4,26,17,7,2024-10-17,WH-A12
SKU0032,STORE12,186,26,0,320,2024-11-16,WH-A17
SKU0032,STORE13,73,26,0,125,2024-12-04,WH-A19
SKU0032,STORE14,70,26,0,121,2024-12-08,WH-C09
SKU0032,STORE15,1,26,17,3,2024-10-06,WH-C04
SKU0033,STORE01,44,36,0,56,2024-10-13,WH-C10
SKU0033,STORE02,157,36,0,197,2024-11-12,WH-A18
SKU0033,STORE03,31,36,0,39,2024-10-08,WH-C16
SKU0033,STORE04,135,36,0,169,2024-10-10,WH-A13
SKU0033,STORE05,125,36,0,156,2024-12-12,WH-A05
SKU0033,STORE06,2,36,24,3,2024-11-03,WH-C03
SKU0033,STORE07,18,36,0,23,2024-12-08,WH-C10
SKU0033,STORE08,40,36,0,50,2024-11-04,WH-B05
SKU0033,STORE09,32,36,0,40,2024-11-17,WH-A19
SKU0033,STORE10,227,36,0,284,2024-11-29,WH-C13
SKU0033,STORE11,92,36,0,116,2024-11-20,WH-C04
SKU0033,STORE12,0,36,24,1,2024-10-24,WH-C03
SKU0033,STORE13,90,36,0,113,2024-12-27,WH-B05
SKU0033,STORE14,120,36,0,150,2024-10-16,WH-B09
SKU0033,STORE15,88,36,0,110,2024-12-19,WH-C16
SKU0035,STORE01,5,28,19,9,2024-10-22,WH-A15
SKU0035,STORE02,83,28,0,129,2024-12-23,WH-B05
SKU0035,STORE03,104,28,0,162,2024-11-17,WH-B07
SKU0035,STORE04,20,28,0,32,2024-11-07,WH-B14
SKU0035,STORE05,23,28,0,36,2024-12-14,WH-B07
SKU0035,STORE06,222,28,0,345,2024-12-19,WH-A01
SKU0035,STORE07,1,28,19,2,2024-10-12,WH-B11
SKU0035,STORE08,50,28,0,79,2024-10-24,WH-A08
SKU0035,STORE09,112,28,0,175,2024-12-07,WH-B08
SKU0035,STORE10,148,28,0,231,2024-11-14,WH-A06
SKU0035,STORE11,70,28,0,109,2024-11-17,WH-A15
SKU0035,STORE12,16,28,0,26,2024-12-02,WH-B16
SKU0035,STORE13,25,28,0,39,2024-12-23,WH-B04
SKU0035,STORE14,97,28,0,151,2024-11-04,WH-C14
SKU0035,STORE15,32,28,0,51,2024-11-16,WH-A19
SKU0036,STORE01,41,33,0,56,2024-11-07,WH-A08
SKU0036,STORE02,121,33,0,162,2024-12-16,WH-C06
SKU0036,STORE03,90,33,0,121,2024-11-08,WH-A10
SKU0036,STORE04,137,33,0,183,2024-10-08,WH-C06
SKU0036,STORE05,76,33,0,102,2024-12-15,WH-B01
SKU0036,STORE06,114,33,0,153,2024-11-17,WH-B18
SKU0036,STORE07,11,33,22,15,2024-11-08,WH-C13
SKU0036,STORE08,59,33,0,80,2024-10-09,WH-A06
SKU0036,STORE09,95,33,0,128,2024-10-19,WH-A08
SKU0036,STORE10,1,33,22,2,2024-11-23,WH-C17
SKU0036,STORE11,129,33,0,173,2024-10-17,WH-C02
SKU0036,STORE12,38,33,0,52,2024-11-14,WH-A01
SKU0036,STORE13,169,33,0,226,2024-11-21,WH-A08
SKU0036,STORE14,107,33,0,144,2024-11-23,WH-C10
SKU0036,STORE15,146,33,0,196,2024-11-06,WH-C16
SKU0039,STORE01,13,31,20,19,2024-11-03,WH-B10
SKU0039,STORE02,60,31,0,86,2024-10-18,WH-A14
SKU0039,STORE03,16,31,0,24,2024-12-02,WH-B15
SKU0039,STORE04,83,31,0,120,2024-12-28,WH-A05
SKU0039,STORE05,68,31,0,98,2024-12-25,WH-C08
SKU0039,STORE06,110,31,0,158,2024-12-03,WH-B01
SKU0039,STORE07,23,31,0,33,2024-10-27,WH-C18
SKU0039,STORE08,102,31,0,146,2024-12-30,WH-C19
SKU0039,STORE09,181,31,0,259,2024-12-14,WH-A19
SKU0039,STORE10,188,31,0,269,2024-11-09,WH-B03
SKU0039,STORE11,209,31,0,300,2024-10-06,WH-C05
SKU0039,STORE12,62,31,0,89,2024-10-15,WH-A03
SKU0039,STORE13,110,31,0,158,2024-10-05,WH-B06
SKU0039,STORE14,65,31,0,93,2024-11-27,WH-A17
SKU0039,STORE15,33,31,0,48,2024-10-30,WH-B19
SKU0040,STORE01,94,29,0,144,2024-12-16,WH-C18
SKU0040,STORE02,57,29,0,87,2024-11-26,WH-A09
SKU0040,STORE03,117,29,0,178,2024-12-29,WH-A08
SKU0040,STORE04,81,29,0,123,2024-11-14,WH-C01
SKU0040,STORE05,160,29,0,243,2024-11-20,WH-A13
SKU0040,STORE06,87,29,0,132,2024-11-08,WH-C09
SKU0040,STORE07,11,29,19,18,2024-12-24,WH-C17
SKU0040,STORE08,7,29,19,12,2024-10-31,WH-A06
SKU0040,STORE09,41,29,0,63,2024-12-27,WH-A03
SKU0040,STORE10,69,29,0,105,2024-10-06,WH-C18
SKU0040,STORE11,84,29,0,128,2024-10-27,WH-B19
SKU0040,STORE12,63,29,0,97,2024-12-10,WH-B10
SKU0040,STORE13,70,29,0,107,2024-12-20,WH-C12
SKU0040,STORE14,2,29,19,4,2024-10-22,WH-C09
SKU0040,STORE15,88,29,0,134,2024-12-21,WH-C14
SKU0043,STORE01,6,22,14,13,2024-10-03,WH-A04
SKU0043,STORE02,31,22,0,63,2024-10-15,WH-B10
SKU0043,STORE03,6,22,14,13,2024-11-14,WH-C02
SKU0043,STORE04,6,22,14,13,2024-12-03,WH-B02
SKU0043,STORE05,134,22,0,273,2024-11-01,WH-A05
SKU0043,STORE06,15,22,0,31,2024-11-03,WH-A01
SKU0043,STORE07,116,22,0,237,2024-12-30,WH-B03
SKU0043,STORE08,10,22,0,22,2024-12-21,WH-C08
SKU0043,STORE09,61,22,0,125,2024-12-19,WH-A12
SKU0043,STORE10,77,22,0,157,2024-10-30,WH-B10
SKU0043,STORE11,7,22,14,15,2024-12-02,WH-A12
SKU0043,STORE12,46,22,0,95,2024-12-03,WH-C05
SKU0043,STORE13,81,22,0,166,2024-12-26,WH-A15
SKU0043,STORE14,42,22,0,87,2024-11-20,WH-B15
SKU0043,STORE15,35,22,0,73,2024-12-22,WH-A06
SKU0044,STORE01,104,26,0,176,2024-10-10,WH-C02
SKU0044,STORE02,71,26,0,120,2024-12-06,WH-C15
SKU0044,STORE03,4,26,17,8,2024-11-12,WH-A11
SKU0044,STORE04,71,26,0,120,2024-11-08,WH-B01
SKU0044,STORE05,2,26,17,4,2024-12-07,WH-B11
SKU0044,STORE06,71,26,0,120,2024-11-15,WH-B15
SKU0044,STORE07,0,26,17,1,2024-10-24,WH-B07
SKU0044,STORE08,23,26,0,40,2024-12-14,WH-C15
SKU0044,STORE09,32,26,0,54,2024-12-03,WH-C17
SKU0044,STORE10,97,26,0,163,2024-12-22,WH-A04
SKU0044,STORE11,2,26,17,5,2024-10-19,WH-B02
SKU0044,STORE12,102,26,0,172,2024-10-10,WH-B17
SKU0044,STORE13,86,26,0,145,2024-12-06,WH-C07
SKU0044,STORE14,9,26,17,16,2024-10-12,WH-C17
SKU0044,STORE15,45,26,0,77,2024-10-26,WH-C08
SKU0045,STORE01,0,29,19,1,2024-12-10,WH-C08
SKU0045,STORE02,5,29,19,9,2024-11-12,WH-A12
SKU0045,STORE03,5,29,19,8,2024-11-13,WH-A06
SKU0045,STORE04,75,29,0,114,2024-10-24,WH-A12
SKU0045,STORE05,41,29,0,62,2024-10-27,WH-C17
SKU0045,STORE06,74,29,0,113,2024-10-17,WH-A01
SKU0045,STORE07,125,29,0,189,2024-10-12,WH-B17
SKU0045,STORE08,90,29,0,136,2024-12-23,WH-C17
SKU0045,STORE09,61,29,0,92,2024-11-10,WH-B19
SKU0045,STORE10,73,29,0,111,2024-12-22,WH-B13
SKU0045,STORE11,93,29,0,141,2024-12-14,WH-A13
SKU0045,STORE12,28,29,0,43,2024-11-13,WH-C07
SKU0045,STORE13,94,29,0,142,2024-10-10,WH-C15
SKU0045,STORE14,88,29,0,134,2024-10-30,WH-B13
SKU0045,STORE15,22,29,0,34,2024-10-09,WH-B18
SKU0046,STORE01,5,26,17,10,2024-10-30,WH-B15
SKU0046,STORE02,67,26,0,116,2024-12-07,WH-C19
SKU0046,STORE03,95,26,0,164,2024-11-02,WH-A02
SKU0046,STORE04,28,26,0,49,2024-12-14,WH-A07
SKU0046,STORE05,31,26,0,55,2024-11-01,WH-B11
SKU0046,STORE06,208,26,0,358,2024-11-01,WH-B12
SKU0046,STORE07,5,26,17,9,2024-10-08,WH-B13
SKU0046,STORE08,28,26,0,49,2024-11-10,WH-B03
SKU0046,STORE09,20,26,0,35,2024-11-23,WH-B11
SKU0046,STORE10,45,26,0,78,2024-12-10,WH-A17
SKU0046,STORE11,67,26,0,116,2024-12-25,WH-B04
SKU0046,STORE12,93,26,0,160,2024-11-26,WH-B04
SKU0046,STORE13,77,26,0,133,2024-10-16,WH-B08
SKU0046,STORE14,145,26,0,250,2024-11-09,WH-C06
